144,0x3ba25081d3935fcc6788e6220abcace39d58d95d,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
145,0x2fa9f9efc767650aace0422668444c3ff63e1f8d,"148,531.695314039277849931 Ether","$41,830,981.35 (@ $281.63/ETH)","$3,069.65"
146,0xcafe1a77e84698c83ca8931f54a755176ef75f2c,"147,722.649125738633275966 Ether","$41,603,129.67 (@ $281.63/ETH)","$4,697,195.59"
147,0xd57479b8287666b44978255f1677e412d454d4f0,"147,699.424503407102942053 Ether","$41,596,588.92 (@ $281.63/ETH)","$3,052.45"
148,0xb67f4e04c2f1e860267f770dacff71dc156efd54,"147,409.826070527126577977 Ether","$41,515,029.32 (@ $281.63/ETH)",$0.00
149,0xf274483d5bb6e2522afea3949728f870ba32bb9c,"147,311.97764417 Ether","$41,487,472.26 (@ $281.63/ETH)","$2,475.59"
150,0x0a5af8e7ca4f5ca2b64900dd9a5f70d1cc32ed18,"146,142.17437600519759633 Ether","$41,158,020.57 (@ $281.63/ETH)","$1,208.77"
151,0x0d0707963952f2fba59dd06f2b425ace40b492fe,"145,417.465966048117475509 Ether","$40,953,920.94 (@ $281.63/ETH)","$12,258,423.87"
152,0x4baf012726cb5ec7dda57bc2770798a38100c44d,"145,000.09838274 Ether","$40,836,377.71 (@ $281.63/ETH)","$18,835.12"
153,0x851b7f3ab81bd8df354f0d7640efcd7288553419,"144,904.317904339999629335 Ether","$40,670,294.91 (@ $280.67/ETH)","$260,027.56"
154,0x7ef35bb398e0416b81b019fea395219b65c52164,"144,363.49700525609176842 Ether","$40,657,091.66 (@ $281.63/ETH)","$6,232.27"
155,0x9a9d870472bee65080e82bf3591f7c91de31a7cc,"143,840.091841707777777777 Ether","$40,371,598.58 (@ $280.67/ETH)","$2,759.23"
156,0x99978adbf37e8abb28559da67284a640f036c63c,"139,932.283468302461817931 Ether","$39,409,128.99 (@ $281.63/ETH)",$0.00
157,0x3cceb0d443ca4b1320ae4fa60a053eac163ca512,"139,022.404696141222481699 Ether","$39,019,418.33 (@ $280.67/ETH)","$3,215.28"
158,0x3d4530082c3eb60f58af03f79b1ed3f40e591cd1,"137,399.99058 Ether","$38,695,959.35 (@ $281.63/ETH)","$2,387,062.96"
159,0x22650fcf7e175ffe008ea18a90486d7ba0f51e41,"137,217.06285576 Ether","$38,512,713.03 (@ $280.67/ETH)","$3,869.20"
160,0xb5ab08d153218c1a6a5318b14eeb92df0fb168d6,"135,283.676786007761564439 Ether","$38,099,941.89 (@ $281.63/ETH)","$23,788.31"
161,0xa646e29877d52b9e2de457eca09c724ff16d0a2b,"135,198.296588797420000001 Ether","$38,075,896.27 (@ $281.63/ETH)","$9,161,758.79"
162,0x65b0bf8ee4947edd2a500d74e50a3d757dc79de0,"131,415.159152124150323156 Ether","$36,884,292.72 (@ $280.67/ETH)","$67,508,197.33"
163,0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,"131,283.028661993658838602 Ether","$36,847,207.65 (@ $280.67/ETH)","$16,718.87"
164,0xa4a6a282a7fc7f939e01d62d884355d79f5046c1,"130,279.994777706 Ether","$36,565,686.13 (@ $280.67/ETH)","$1,073,343.51"
165,0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,"126,850.00398592 Ether","$35,602,990.62 (@ $280.67/ETH)","$17,742.61"
166,0xdcd0272462140d0a3ced6c4bf970c7641f08cd2c,"124,387.840967374 Ether","$34,911,935.32 (@ $280.67/ETH)","$2,570.68"
167,0x67f706db3bbd04a250eed049386c5d09c4ee31f0,"123,686.540808 Ether","$34,715,101.41 (@ $280.67/ETH)","$2,556.24"
168,0x0117ef7fdb2a5814dff83c50fb799741904cd28d,"123,450.004000000001000001 Ether","$34,648,712.62 (@ $280.67/ETH)","$2,795.00"
